7.33 37500.00 -1.75 0.62 1.98 0.03 0.08 0.02 0.06 0.00
7.33 40000.00 -1.75 0.49 2.20 0.02 0.08 0.02 0.06 0.00
7.33 45000.00 -1.75 0.34 2.51 0.02 0.08 0.02 0.06 0.00
7.33 50000.00 -1.75 0.25 2.72 0.02 0.07 0.02 0.05 0.00
7.33 55000.00 -1.75 0.21 2.86 0.02 0.07 0.02 0.05 0.01
7.33 60000.00 -1.75 0.18 2.95 0.02 0.06 0.02 0.05 0.01
7.33 70000.00 -1.75 0.15 2.96 0.02 0.05 0.02 0.05 0.03
7.33 80000.00 -1.75 0.13 2.78 0.02 0.04 0.02 0.04 0.06
7.33 90000.00 -1.75 0.13 2.46 0.02 0.04 0.02 0.04 0.10
7.33 30000.00 -1.50 1.10 1.28 0.03 0.07 0.02 0.05 0.00
7.33 32500.00 -1.50 0.81 1.70 0.02 0.08 0.02 0.05 0.00
7.33 35000.00 -1.50 0.60 2.04 0.02 0.08 0.02 0.06 0.00
7.33 37500.00 -1.50 0.46 2.30 0.02 0.08 0.02 0.06 0.00
7.33 40000.00 -1.50 0.36 2.51 0.02 0.08 0.02 0.06 0.00
7.33 45000.00 -1.50 0.25 2.83 0.02 0.08 0.02 0.06 0.00
7.33 50000.00 -1.50 0.19 3.05 0.02 0.07 0.02 0.05 0.00
7.33 55000.00 -1.50 0.16 3.19 0.02 0.06 0.02 0.05 0.01
7.33 60000.00 -1.50 0.14 3.27 0.02 0.06 0.02 0.05 0.02
7.33 70000.00 -1.50 0.12 3.21 0.02 0.05 0.02 0.05 0.04
7.33 80000.00 -1.50 0.10 2.91 0.02 0.04 0.02 0.04 0.07
7.33 90000.00 -1.50 0.10 2.44 0.02 0.03 0.01 0.04 0.12
