7.91 80000.00 -3.25 2.94 2.04 0.52 0.15 0.02 0.06 0.03
7.91 90000.00 -3.25 2.86 2.29 0.54 0.15 0.02 0.05 0.05
7.91 30000.00 -3.00 2.53 0.05 0.50 0.07 0.01 0.04 0.00
7.91 32500.00 -3.00 2.78 0.12 0.46 0.09 0.02 0.05 0.00
7.91 35000.00 -3.00 2.97 0.23 0.42 0.10 0.02 0.05 0.00
7.91 37500.00 -3.00 3.09 0.37 0.40 0.11 0.02 0.05 0.00
7.91 40000.00 -3.00 3.14 0.56 0.38 0.12 0.02 0.06 0.00
7.91 45000.00 -3.00 3.09 1.00 0.36 0.14 0.02 0.06 0.00
7.91 50000.00 -3.00 2.95 1.46 0.35 0.15 0.02 0.06 0.00
7.91 55000.00 -3.00 2.78 1.89 0.35 0.16 0.02 0.06 0.00
7.91 60000.00 -3.00 2.63 2.27 0.35 0.16 0.02 0.06 0.01
7.91 70000.00 -3.00 2.41 2.86 0.37 0.17 0.02 0.06 0.02
7.91 80000.00 -3.00 2.27 3.26 0.39 0.17 0.02 0.05 0.03
7.91 90000.00 -3.00 2.18 3.54 0.40 0.17 0.02 0.05 0.06
7.91 30000.00 -2.75 2.82 0.13 0.41 0.09 0.02 0.04 0.00
7.91 32500.00 -2.75 3.00 0.29 0.36 0.11 0.02 0.05 0.00
7.91 35000.00 -2.75 3.07 0.52 0.32 0.13 0.02 0.05 0.00
7.91 37500.00 -2.75 3.04 0.81 0.29 0.14 0.02 0.05 0.00
7.91 40000.00 -2.75 2.94 1.14 0.27 0.15 0.02 0.06 0.00
7.91 45000.00 -2.75 2.65 1.82 0.25 0.16 0.02 0.06 0.00
7.91 50000.00 -2.75 2.37 2.44 0.25 0.17 0.02 0.06 0.00
7.91 55000.00 -2.75 2.14 2.96 0.25 0.18 0.02 0.06 0.00
7.91 60000.00 -2.75 1.97 3.39 0.25 0.18 0.02 0.06 0.01
7.91 70000.00 -2.75 1.76 4.03 0.27 0.19 0.02 0.05 0.02
7.91 80000.00 -2.75 1.64 4.44 0.28 0.19 0.02 0.05 0.03
7.91 90000.00 -2.75 1.57 4.68 0.29 0.18 0.02 0.05 0.06
7.91 30000.00 -2.50 3.02 0.29 0.31 0.12 0.02 0.04 0.00
7.91 32500.00 -2.50 3.05 0.60 0.26 0.13 0.02 0.05 0.00
7.91 35000.00 -2.50 2.93 1.00 0.23 0.15 0.02 0.05 0.00
7.91 37500.00 -2.50 2.73 1.46 0.21 0.16 0.02 0.06 0.00
7.91 40000.00 -2.50 2.50 1.92 0.19 0.17 0.02 0.06 0.00
7.91 45000.00 -2.50 2.07 2.75 0.18 0.18 0.02 0.06 0.00
7.91 50000.00 -2.50 1.75 3.44 0.18 0.19 0.02 0.06 0.00
7.91 55000.00 -2.50 1.54 4.00 0.18 0.19 0.02 0.06 0.00
7.91 60000.00 -2.50 1.39 4.45 0.18 0.19 0.02 0.06 0.01
7.91 70000.00 -2.50 1.23 5.09 0.19 0.19 0.02 0.05 0.02
7.91 80000.00 -2.50 1.15 5.48 0.20 0.19 0.02 0.05 0.04
7.91 90000.00 -2.50 1.10 5.64 0.21 0.18 0.02 0.05 0.06
7.91 30000.00 -2.25 3.06 0.57 0.22 0.14 0.02 0.05 0.00
7.91 32500.00 -2.25 2.88 1.08 0.19 0.15 0.02 0.05 0.00
7.91 35000.00 -2.25 2.58 1.65 0.16 0.16 0.02 0.06 0.00
7.91 37500.00 -2.25 2.26 2.23 0.14 0.17 0.02 0.06 0.00
7.91 40000.00 -2.25 1.97 2.76 0.13 0.18 0.02 0.06 0.00
7.91 45000.00 -2.25 1.53 3.66 0.13 0.19 0.02 0.06 0.00
7.91 50000.00 -2.25 1.26 4.37 0.13 0.20 0.02 0.06 0.00
7.91 55000.00 -2.25 1.08 4.94 0.13 0.20 0.02 0.06 0.00
7.91 60000.00 -2.25 0.98 5.40 0.13 0.20 0.02 0.06 0.01
7.91 70000.00 -2.25 0.86 6.04 0.14 0.19 0.02 0.05 0.02
7.91 80000.00 -2.25 0.80 6.37 0.15 0.18 0.02 0.05 0.04
7.91 90000.00 -2.25 0.77 6.41 0.15 0.17 0.02 0.05 0.07
7.91 30000.00 -2.00 2.89 0.99 0.16 0.15 0.02 0.05 0.00
7.91 32500.00 -2.00 2.52 1.69 0.13 0.17 0.02 0.05 0.00
7.91 35000.00 -2.00 2.11 2.38 0.11 0.18 0.02 0.06 0.00
7.91 37500.00 -2.00 1.76 3.01 0.10 0.19 0.02 0.06 0.00
7.91 40000.00 -2.00 1.48 3.57 0.10 0.19 0.02 0.06 0.00
7.91 45000.00 -2.00 1.11 4.49 0.09 0.20 0.02 0.06 0.00
7.91 50000.00 -2.00 0.90 5.22 0.09 0.20 0.02 0.06 0.00
7.91 55000.00 -2.00 0.77 5.80 0.09 0.20 0.02 0.06 0.00
7.91 60000.00 -2.00 0.70 6.27 0.10 0.19 0.02 0.06 0.01
7.91 70000.00 -2.00 0.61 6.90 0.10 0.18 0.02 0.05 0.02
7.91 80000.00 -2.00 0.58 7.13 0.11 0.16 0.02 0.05 0.05
7.91 90000.00 -2.00 0.56 6.98 0.11 0.15 0.02 0.04 0.08
7.91 30000.00 -1.75 2.54 1.53 0.11 0.17 0.02 0.05 0.00
7.91 32500.00 -1.75 2.06 2.35 0.09 0.18 0.02 0.06 0.00
7.91 35000.00 -1.75 1.65 3.09 0.08 0.19 0.02 0.06 0.00
7.91 37500.00 -1.75 1.33 3.74 0.07 0.19 0.02 0.06 0.00
7.91 40000.00 -1.75 1.10 4.30 0.07 0.20 0.02 0.06 0.00
7.91 45000.00 -1.75 0.81 5.24 0.07 0.20 0.02 0.06 0.00
7.91 50000.00 -1.75 0.66 5.99 0.07 0.20 0.02 0.06 0.00
7.91 55000.00 -1.75 0.57 6.60 0.07 0.19 0.02 0.06 0.01
7.91 60000.00 -1.75 0.51 7.09 0.07 0.18 0.02 0.05 0.01
7.91 70000.00 -1.75 0.46 7.66 0.08 0.16 0.02 0.05 0.03
7.91 80000.00 -1.75 0.43 7.73 0.08 0.14 0.02 0.05 0.06
7.91 90000.00 -1.75 0.42 7.34 0.08 0.13 0.02 0.04 0.10
7.91 30000.00 -1.50 2.10 2.12 0.07 0.17 0.02 0.05 0.00
7.91 32500.00 -1.50 1.62 2.99 0.06 0.19 0.02 0.06 0.00
7.91 35000.00 -1.50 1.25 3.74 0.06 0.19 0.02 0.06 0.00
7.91 37500.00 -1.50 0.99 4.39 0.05 0.20 0.02 0.06 0.00
7.91 40000.00 -1.50 0.82 4.96 0.05 0.20 0.02 0.06 0.00
7.91 45000.00 -1.50 0.61 5.93 0.05 0.20 0.02 0.06 0.00
7.91 50000.00 -1.50 0.49 6.73 0.05 0.19 0.02 0.06 0.00
7.91 55000.00 -1.50 0.43 7.36 0.06 0.17 0.02 0.06 0.01
7.91 60000.00 -1.50 0.39 7.85 0.06 0.16 0.02 0.05 0.01
7.91 70000.00 -1.50 0.35 8.32 0.06 0.13 0.02 0.05 0.04
7.91 80000.00 -1.50 0.33 8.14 0.06 0.12 0.02 0.05 0.07
7.91 90000.00 -1.50 0.33 7.42 0.07 0.10 0.02 0.04 0.12
